fecha,sku,qty
2026-04-30,COLA001,1
2026-04-30,PUDU005,1
2026-04-30,PUKA33,1
2026-04-30,ARDU001,1
2026-04-30,LUZAN02,1
2026-04-30,ARMR19,1
2026-04-30,COKA018,1
2026-04-30,COSS001,1
2026-04-29,ARSD24,1
2026-04-29,COLA007,1
2026-04-29,COSD011,1
2026-04-29,ANSD016,1
2026-04-28,CODEC01,1
2026-04-28,COSS010,1
2026-04-28,COMR022,1
2026-04-28,MUSALE003,1
2026-04-27,COMR042,1
2026-04-27,ARDU009,1
2026-04-27,COSS010,1
2026-04-27,CODU005,1
2026-04-27,COMR025,1
2026-04-27,CODU004,1
2026-04-27,COKA012,1
2026-04-27,COSD011,1
2026-04-27,ARDR005,1
2026-04-27,LUZAR12,1
2026-04-27,LUZCO08,1
2026-04-27,PUKA013,1
2026-04-27,COLA019,1
2026-04-27,CODU027,1
2026-04-27,LUZCO01,1
2026-04-26,COSD036,1
2026-04-26,LUZCO02,1
2026-04-26,ARSD010,1
2026-04-26,LUZAR02,1
2026-04-26,PUKA005,1
2026-04-26,FRAAN04,1
2026-04-25,LUZCO06,1
2026-04-25,COKA007,1
2026-04-25,ARDU006,1
2026-04-25,CODU32212,1
2026-04-25,CODV00223,1
2026-04-25,ARM014,1
2026-04-25,PUDEC01,1
2026-04-25,COMR041,1
2026-04-25,COLA021,1
2026-04-25,ANDU003,1
2026-04-25,COSD002,1
2026-04-25,LUZAR09,1
2026-04-25,ARDU003,1
2026-04-25,ARDU016,1
2026-04-25,COKA019,3
2026-04-25,LUZAR04,1
2026-04-25,ANDU11,1
2026-04-25,CODU42,1
2026-04-24,COLA065,1
2026-04-24,CODU018,1
2026-04-24,CODU016,1
2026-04-24,COMR048,1
2026-04-24,ARSS006,1
2026-04-24,COSS005,1
2026-04-24,COSS006,1
2026-04-24,CODU38,1
2026-04-24,ARSS005,1
2026-04-24,COSS006,1
2026-04-24,ACVI0015,1
2026-04-24,CODU009,1
2026-04-24,COMR041,1
2026-04-24,PUSD009,1
2026-04-24,PUDU002,1
2026-04-24,ANSD005,1
2026-04-24,ANDEC02,1
2026-04-24,ARSD001,1
2026-04-24,PASHARR03,1
2026-04-24,ARDU38,1
2026-04-24,LUZCO12,1
2026-04-24,LUZAN02,1
2026-04-23,CODEC01,1
2026-04-23,COLA010,1
2026-04-23,ARDU38,1
2026-04-23,ARDU007,1
2026-04-23,ANDEC04,1
2026-04-23,ARM017,1
2026-04-23,COKA034,1
2026-04-23,ARKA022,1
2026-04-23,COKA046,1
2026-04-23,COSD023,1
2026-04-23,COSD013,1
2026-04-23,ARSD009,1
2026-04-23,ANSD022,1
2026-04-23,PUSD010,1
2026-04-22,CODU36,2
2026-04-22,COKA012,1
2026-04-22,ARSD24,1
2026-04-22,PUKA35,1
2026-04-22,COLA074,1
2026-04-22,COSD045,1
2026-04-22,ARSD20,1
2026-04-22,ANKA38,1
2026-04-22,COLA042,1
2026-04-22,COSS006,1
2026-04-22,ARSS005,1
2026-04-22,COLA040,1
2026-04-22,COSD005,1
2026-04-22,COSS003,1
2026-04-22,ARDR002,1
2026-04-22,CODR11,1
2026-04-21,COMR018,1
2026-04-21,COMR046,1
2026-04-21,COLA008,1
2026-04-21,COMR042,1
2026-04-21,ARMR015,1
2026-04-21,ARM016,1
2026-04-21,ACTOPES,1
2026-04-21,COLA008,1
2026-04-21,COLA029,1
2026-04-21,ARLA011,1
2026-04-21,CODU013,1
2026-04-21,CODU003,1
2026-04-21,CODU017,1
2026-04-21,CODU015,1
2026-04-21,COMR009,1
2026-04-20,CODU015,1
2026-04-20,ARDU015,1
2026-04-20,PUSD010,1
2026-04-20,ARMR005,1
2026-04-20,ARKA011,1
2026-04-20,ACVI0015,1
2026-04-20,COMR017,1
2026-04-20,COSD009,1
2026-04-20,ARSD002,1
2026-04-20,ANSD006,1
2026-04-20,COLA006,1
2026-04-20,ARLA008,1
2026-04-20,COSD002,1
2026-04-20,ARSD21,1
2026-04-19,LUZCO02,1
2026-04-19,LUZAR06,1
2026-04-19,COSD047,1
2026-04-19,COKA032,1
2026-04-19,ARKA031,1
2026-04-18,COKA011,1
2026-04-18,COLA003,1
2026-04-18,ARDR001,1
2026-04-18,COLA056,1
2026-04-18,ANSD005,1
2026-04-18,COLA056,1
2026-04-18,COSD003,1
2026-04-18,ANSD006,1
2026-04-18,ACVI006,1
2026-04-18,CODU009,1
2026-04-18,ARLA022,1
2026-04-18,ARLA020,1
2026-04-18,COLA040,1
2026-04-18,COLA066,1
2026-04-18,CODU022,1
2026-04-18,CODU41,1
2026-04-18,ARDU005,1
2026-04-18,ANDU006,1
2026-04-18,PUKA30,1
2026-04-18,ANSD030,1
2026-04-18,SDAN022,1
2026-04-18,PUKA007,1
2026-04-18,COSD011,1
2026-04-18,COKA030,1
2026-04-17,COLA042,1
2026-04-17,COSD023,1
2026-04-17,ARLA025,1
2026-04-17,CPP07,1
2026-04-17,ARSD002,1
2026-04-17,COMR022,1
2026-04-17,COKA009,1
2026-04-17,COKA018,1
2026-04-17,ARDU017,1
2026-04-17,CODU004,1
2026-04-17,CODU026,1
2026-04-17,ANKA032,1
2026-04-17,ARDU019,1
2026-04-16,CODU008,1
2026-04-16,CODU40,1
2026-04-16,COSD011,1
2026-04-16,ARLA008,1
2026-04-16,COSD050,1
2026-04-16,COLA005,1
2026-04-15,ARDU017,1
2026-04-15,ACVI001,1
2026-04-15,LUZAN01,1
2026-04-15,PUDU005,1
2026-04-15,ANDU006,1
2026-04-15,ARSS003,1
2026-04-15,ANDEC04,1
2026-04-15,ANDU001,1
2026-04-15,ANSD027,1
2026-04-15,COMR033,1
2026-04-14,ANSD106,1
2026-04-14,ARKA010,1
2026-04-14,APP10,1
2026-04-14,FRAAN02,1
2026-04-14,CODU33,1
2026-04-14,ARDU012,1
2026-04-14,CODU017,1
2026-04-13,ARDU012,1
2026-04-13,PUKA023,1
2026-04-13,COSS005,1
2026-04-13,ARDU024,1
2026-04-13,ARSS006,1
2026-04-13,ARKA010,1
2026-04-13,ARKA026,1
2026-04-13,ARDU005,1
2026-04-13,COSD005,1
2026-04-13,COMR018,1
2026-04-13,ARDU021,1
2026-04-13,ACRA006,1
2026-04-13,COKA012,1
2026-04-13,ARDU014,1
2026-04-13,ANKA028,1
2026-04-12,CODU008,1
2026-04-12,COMR018,1
2026-04-12,ANSD016,1
2026-04-12,COSD011,1
2026-04-12,ANSD106,1
2026-04-12,ARKA038,1
2026-04-12,ANKA37,1
2026-04-12,COKA014,1
2026-04-12,COLA015,1
2026-04-12,COLA002,1
2026-04-12,COLA050,1
2026-04-12,FRABRA02,1
2026-04-11,ARSD19,1
2026-04-11,ARKA022,1
2026-04-11,ARDU35,1
2026-04-11,ARSS006,1
2026-04-11,ARLA008,1
2026-04-11,FRABRA02,1
2026-04-11,COKA034,1
2026-04-11,COSD047,1
2026-04-11,COMR023,1
2026-04-11,VITCIN04,1
2026-04-11,COMR016,1
2026-04-11,COLA064,1
2026-04-11,CODU008,1
2026-04-11,ARDU006,1
2026-04-11,ARM016,1
2026-04-11,LUZAR01,1
2026-04-11,LUZAR07,1
2026-04-11,COMR040,1
2026-04-11,COLA025,1
2026-04-11,PUKA020,1
2026-04-11,ARKA027,1
2026-04-11,CODU40,1
2026-04-11,FRAAN03,1
2026-04-10,CODV002,1
2026-04-10,COKA014,1
2026-04-10,COMR012,1
2026-04-10,COLA053,1
2026-04-10,ARLA011,1
2026-04-10,COLA028,1
2026-04-10,ANDEC03,1
2026-04-10,COLA053,1
2026-04-10,COMR050,1
2026-04-10,ARMR006,1
2026-04-10,PUKA33,1
2026-04-09,CODU011,1
2026-04-09,COKA030,1
2026-04-09,ACVI001,1
2026-04-09,PUKA009,1
2026-04-09,COSD011,1
2026-04-09,ARSD012,1
2026-04-09,ARDU002,1
2026-04-09,ANDV010,1
2026-04-09,ANDV011,1
2026-04-09,ARDU008,1
2026-04-09,ARDEC022,1
2026-04-09,COLA041,1
2026-04-09,PASHARR06,1
2026-04-09,COSD013,1
2026-04-09,ANSD005,1
2026-04-09,ARSD004,1
2026-04-09,ANDU12,2
2026-04-09,LUZCO08,1
2026-04-09,LUZAN02,1
2026-04-09,LUZAN04,1
2026-04-09,LUZCO03,1
2026-04-09,COKA018,1
2026-04-09,ARDU002,1
2026-04-09,ARDU004,1
2026-04-09,PUDU002,1
2026-04-08,COSD002,1
2026-04-08,ARMR007,1
2026-04-08,CODU33,1
2026-04-08,COSD047,2
2026-04-08,ANDU002,1
2026-04-08,PUDU001,1
2026-04-08,ANSD005,3
2026-04-07,SDAN022,1
2026-04-07,ACRA001,1
2026-04-07,ANKA37,1
2026-04-07,COLA019,1
2026-04-07,COLA040,1
2026-04-07,ACVI007,1
2026-04-07,ACVI002,1
2026-04-07,ANDEC04,1
2026-04-07,COMR041,1
2026-04-07,PUSD009,1
2026-04-07,ARSD004,1
2026-04-07,PUKA005,1
2026-04-07,ARSS005,1
2026-04-07,ANDEC01,1
2026-04-07,ARSD005,1
2026-04-06,ARM015,1
2026-04-06,COSD021,1
2026-04-06,ARDU012,1
2026-04-06,ANDU11,1
2026-04-06,CODU001,1
2026-04-06,ARDU014,1
2026-04-06,ARDU019,1
2026-04-06,ANSD005,1
2026-04-06,COKA032,1
2026-04-06,ANDU004,1
2026-04-05,COMR022,1
2026-04-05,ARMR009,1
2026-04-05,COSS010,1
2026-04-05,CODU012,1
2026-04-04,COLA003,1
2026-04-04,COLA004,1
2026-04-04,CODU018,1
2026-04-04,LUZAR11,1
2026-04-04,LUZCO07,1
2026-04-04,ANKA025,1
2026-04-04,CODU37,1
2026-04-04,ARKA022,1
2026-04-03,ACVI006,1
2026-04-02,LUZCO08,1
2026-04-02,ARDU020,1
2026-04-02,LUZCO05,1
2026-04-02,COKA045,1
2026-04-02,ARK035,1
2026-04-02,ARDU39,1
2026-04-02,COLA060,1
2026-04-02,COSD036,1
2026-04-02,ARLA001,1
2026-04-02,ANSD005,1
2026-04-02,ARLA007,1
2026-04-02,COLA009,1
2026-04-02,COLA018,1
2026-04-02,ACTOPES,1
2026-04-02,COSD007,1
2026-04-02,ANSD006,1
2026-04-01,COSD003,1
2026-04-01,ARSD002,1
2026-04-01,COMR042,1
2026-04-01,COLA018,1
2026-04-01,ARDU004,2
2026-04-01,CODR001,1
2026-04-01,PUSD010,1
2026-04-01,PUDR001,1
2026-04-01,COMR023,1
2026-04-01,COPUNO,1
2026-03-31,ANDV010,1
2026-03-31,PUKA35,1
2026-03-31,ARSD24,1
2026-03-31,ARSD25,1
2026-03-31,LUZAR08,1
2026-03-31,LUZCO12,1
2026-03-31,CODU013,1
2026-03-31,COMR023,1
2026-03-31,COSS010,1
2026-03-31,COLA020,1
2026-03-31,COLA019,1
2026-03-31,COSD009,2
2026-03-31,LUZAN04,1
2026-03-31,ARSD001,1
2026-03-31,COSD002,1
2026-03-30,COSD005,1
2026-03-30,PUSD010,1
2026-03-30,COSD015,1
2026-03-30,CODU003,1
2026-03-30,ARDU002,1
2026-03-30,PUSD010,1
2026-03-30,COKA005,1
2026-03-30,SDAN021,1
2026-03-30,LUZAR10,1
2026-03-30,COSD022,1
2026-03-30,ARSD21,1
2026-03-30,ANSD006,1
2026-03-29,COSD024,1
2026-03-29,ANSD016,1
2026-03-29,ARSD008,1
2026-03-29,PUSD005,1
2026-03-29,ANSD006,1
2026-03-28,LUZAR05,1
2026-03-28,LUZCO09,1
2026-03-28,ANKA031,1
2026-03-28,ANDEC01,1
2026-03-28,ARSS003,1
2026-03-28,ARDEC023,1
2026-03-28,CODEC03,1
2026-03-27,ARDU006,1
2026-03-27,ARDU018,1
2026-03-27,COKA047,1
2026-03-27,COLA007,1
2026-03-27,ACVI007,1
2026-03-27,ANDU007,1
2026-03-27,COSD021,1
2026-03-27,CODU008,1
2026-03-27,ANKA026,1
2026-03-27,COSS006,1
2026-03-26,FRACO01,1
2026-03-26,ANSD016,1
2026-03-26,ARSD009,1
2026-03-26,PUSD010,1
2026-03-26,CONSD001,1
2026-03-26,COSD021,1
2026-03-26,PUSD009,1
2026-03-26,COSS005,1
2026-03-26,ARSS006,1
2026-03-26,PUDU004,1
2026-03-26,COKA005,1
2026-03-25,COMR024,1
2026-03-25,COLA041,2
2026-03-25,CODU004,1
2026-03-25,ARDU003,1
2026-03-25,CODU38,1
2026-03-25,ARLA003,1
2026-03-25,COSD002,1
2026-03-25,PASHARR03,1
2026-03-25,COMR023,1
2026-03-25,LUZCO04,1
2026-03-25,COSD009,1
2026-03-24,COSD023,1
2026-03-24,PUDU001,1
2026-03-24,LUZCO06,1
2026-03-24,LUZAR10,1
2026-03-24,PUKA38,1
2026-03-24,ANDR001,1
2026-03-23,COMR017,1
2026-03-23,ARMR005,1
2026-03-23,CODU008,1
2026-03-23,ANDU004,1
2026-03-23,LUZCO08,1
2026-03-23,COSD023,1
2026-03-23,COLA019,1
2026-03-23,COLA041,1
2026-03-23,COLA019,1
2026-03-23,ARSD24,1
2026-03-23,COSD013,1
2026-03-23,PUDU008,1
2026-03-23,ARM016,1
2026-03-22,COSD011,1
2026-03-22,PUSD010,1
2026-03-22,ARSD25,1
2026-03-22,SDAN022,1
2026-03-22,ARSD010,1
2026-03-22,COSD013,1
2026-03-22,PUSD010,1
2026-03-22,ARMR015,1
2026-03-22,COMR042,1
2026-03-22,COLA001,1
2026-03-21,CODU027,1
2026-03-21,ARDU31,1
2026-03-21,COMR052,1
2026-03-21,COSD002,1
2026-03-21,COLA008,1
2026-03-20,COKA006,1
2026-03-20,PUKA38,1
2026-03-20,COSD036,2
2026-03-20,LUZCO02,1
2026-03-20,CODU011,1
2026-03-20,COKA034,1
2026-03-20,LUZCO02,1
2026-03-20,CODEC06,1
2026-03-20,LUZAR02,1
2026-03-20,ANDR002,1
2026-03-20,COLA015,1
2026-03-19,COSD003,1
2026-03-19,CODU015,1
2026-03-19,ARDU013,1
2026-03-19,COMR024,1
2026-03-19,CODU004,1
2026-03-19,ARDU025,1
2026-03-19,ARLA011,1
2026-03-19,COSD017,1
2026-03-19,COKA012,1
2026-03-19,LUZCO01,1
2026-03-19,LUZAR09,1
2026-03-19,COLA006,1
2026-03-18,ARDU017,1
2026-03-18,COMR050,1
2026-03-18,CODU017,1
2026-03-18,PUKA025,1
2026-03-18,ARDEC02,1
2026-03-18,ACVI0013,1
2026-03-18,COMR052,1
2026-03-18,CODU018,1
2026-03-18,ARDU015,1
2026-03-18,LUZCO04,1
2026-03-17,COSD036,1
2026-03-17,ARKA012,1
2026-03-17,ARSD005,1
2026-03-17,ANSD006,1
2026-03-17,ARKA031,1
2026-03-17,PUKA34,1
2026-03-17,COLA005,1
2026-03-17,COSD002,1
2026-03-17,COSD047,1
2026-03-17,FRACO05,1
2026-03-17,LUZCO05,1
2026-03-17,LUZCO04,1
2026-03-17,LUZAR04,1
2026-03-16,COKA010,1
2026-03-16,COSD011,1
2026-03-16,ARSD001,1
2026-03-16,ANSD006,1
2026-03-16,LUZAN02,1
2026-03-16,COKA019,1
2026-03-16,CONDU32,1
2026-03-15,CODU43,1
2026-03-15,ARDU39,1
2026-03-14,ANKA028,1
2026-03-14,ARKA008,1
2026-03-14,COKA010,1
2026-03-14,CODV002,1
2026-03-14,CODU025,1
2026-03-14,CODU026,1
2026-03-14,ANDU11,1
2026-03-14,COSD007,2
2026-03-14,COLA025,2
2026-03-14,CODEC01,1
2026-03-14,COMR042,1
2026-03-14,ARDEC01,1
2026-03-14,COKA019,1
2026-03-14,COMR050,1
2026-03-14,COMR024,1
2026-03-14,LUZAR11,1
2026-03-14,COMR015,1
2026-03-14,ARDU026,1
2026-03-14,ARDU38,1
2026-03-14,COMR018,1
2026-03-13,ACVI0013,1
2026-03-13,ACVI0015,1
2026-03-13,ARDU008,1
2026-03-13,ARSS006,1
2026-03-13,ARDU027,1
2026-03-13,ARDU002,1
2026-03-13,ARDU013,1
2026-03-13,ACVI001,1
2026-03-13,COKA001,1
2026-03-13,ARSS004,1
2026-03-13,VITCIN02,1
2026-03-13,COMR022,1
2026-03-13,COLA064,1
2026-03-13,COMR052,1
2026-03-13,ARMR015,1
2026-03-13,CODU42,1
2026-03-13,LUZCO06,1
2026-03-13,LUZAR12,1
2026-03-13,CODU008,1
2026-03-13,COKA015,1
2026-03-12,LUZAN02,1
2026-03-12,LUZCO08,1
2026-03-12,ARDU017,1
2026-03-12,COKA012,1
2026-03-12,COSD011,1
2026-03-12,ARLA024,3
2026-03-12,PUSD004,1
2026-03-12,ARDU001,1
2026-03-12,CODU005,1
2026-03-12,ARSS006,1
2026-03-12,ARKA029,1
2026-03-12,ARSD19,1
2026-03-12,ARKA011,1
2026-03-12,ARSD008,1
2026-03-12,LUZAR06,1
2026-03-12,COKA032,1
2026-03-12,ANSD005,1
2026-03-12,CODU015,1
2026-03-12,CODU32,1
2026-03-11,COSD023,1
2026-03-11,ARDU334,1
2026-03-11,CODU023,1
2026-03-11,ARDU33,1
2026-03-11,PUKA008,1
2026-03-11,COKA032,1
2026-03-11,COKA018,1
2026-03-11,ARDU007,1
2026-03-11,COLA008,1
2026-03-11,COSD015,1
2026-03-11,CODU013,1
2026-03-11,COMR022,1
2026-03-11,CODU001,1
2026-03-11,ARDU022,1
2026-03-11,ARSD010,1
2026-03-11,ARDU33,1
2026-03-11,LUZAN02,1
2026-03-10,COKA030,1
2026-03-10,ARLA022,1
2026-03-10,CODR12,1
2026-03-10,PUDR003,1
2026-03-10,ANDR001,1
2026-03-10,CODU011,1
2026-03-10,PUKA022,1
2026-03-09,COSD004,1
2026-03-09,ARM014,1
2026-03-09,COLA053,1
2026-03-09,COLA056,1
2026-03-09,COSS005,1
2026-03-09,ARSS003,1
2026-03-09,COMR017,1
2026-03-09,COKA028,1
2026-03-09,COPUNO,1
2026-03-09,ANDU004,1
2026-03-09,LUZAN02,1
2026-03-08,COKA018,1
2026-03-08,COLA050,1
2026-03-08,ARMR009,1
2026-03-08,CODU011,1
2026-03-08,COLA005,1
2026-03-08,ARSD001,1
2026-03-07,CODU018,1
2026-03-07,COLA020,1
2026-03-07,ARSD21,1
2026-03-07,ARSD005,1
2026-03-07,CODU016,1
2026-03-07,ANDU002,1
2026-03-07,CODU013,1
2026-03-07,COSS006,1
2026-03-07,CODU43,1
2026-03-07,ARM01766,1
2026-03-07,APP11,1
2026-03-07,COKA045,1
2026-03-07,ARLA011,1
2026-03-07,COLA001,1
2026-03-07,COSD013,1
2026-03-06,ANDU007,1
2026-03-06,LUZAN03,1
2026-03-06,ARK035,1
2026-03-06,COKA045,1
2026-03-06,ANDU002,1
2026-03-05,ARDU019,1
2026-03-05,CODU017,1
2026-03-05,CODU013,1
2026-03-05,CONDU31,1
2026-03-05,COMR052,1
2026-03-05,COSS010,1
2026-03-05,COSS006,1
2026-03-05,CODU35,1
2026-03-05,PUDU006,1
2026-03-05,COKA012,1
2026-03-05,COLA050,1
2026-03-05,ARK036,1
2026-03-05,ARSS001,1
2026-03-05,ANDU007,1
2026-03-05,ARDU022,1
2026-03-05,COSS005,1
2026-03-05,COMR041,1
2026-03-05,ARM017,1
2026-03-05,ACVI006,1
2026-02-26,COSD005,1
2026-02-26,COLA005,1
2026-02-26,ANSD022,1
2026-02-26,COSD015,1
2026-02-26,ANSD005,1
2026-02-26,PUSD010,1
2026-02-26,ANKA028,1
2026-02-26,COLA041,1
2026-02-26,COLA066,1
2026-02-26,PUDU006,1
2026-02-26,COLA064,1
2026-02-26,COKA012,1
2026-02-26,COMR052,1
2026-02-26,ARMR015,1
2026-02-26,CODU41,1
2026-02-26,CODU003,1
2026-02-26,ARDU015,1
2026-02-27,CODU33,2
2026-02-27,COMR024,1
2026-02-27,ARMR005,1
2026-02-27,ARLA007,1
2026-02-27,ARLA009,1
2026-02-27,ARDU35,1
2026-02-27,ARK035,1
2026-02-27,ARDU025,1
2026-02-27,ARLA008,1
2026-02-27,ARLA024,1
2026-02-27,ARK036,1
2026-02-27,ARMR007,1
2026-02-27,ARMR009,1
2026-02-27,ARM0178,1
2026-02-27,ARMR015,1
2026-02-27,ARM0176-1,1
2026-02-27,ARDU018,1
2026-02-27,LUZAR01,1
2026-02-27,ARSS008,1
2026-02-27,ARKA022,1
2026-02-27,ARLA011,1
2026-02-27,ARSS006,1
2026-02-27,ARKA029,1
2026-02-27,ARSS002,1
2026-02-27,ARLA001,1
2026-02-27,ARLA010,1
2026-02-27,ARLA013,1
2026-02-27,LUZAR07,1
2026-02-27,ARSD25,1
2026-02-27,PRM0022,1
2026-02-27,PRM0023,1
2026-02-27,COSD013,1
2026-02-27,COKA018,1
2026-02-27,COKA006,1
2026-02-27,COKA003,1
2026-02-27,COKA019,1
2026-02-27,COSD007,1
2026-02-27,COMR040,1
2026-02-27,COMR018,1
2026-02-27,COMR015,1
2026-02-27,COMR027,1
2026-02-27,COMR026,1
2026-02-27,COMR051,1
2026-02-27,CODU32,1
2026-02-27,COSS001,1
2026-02-27,COSS005,1
2026-02-27,CODU026,1
2026-02-27,LUZCO05,1
2026-02-27,COLA020,1
2026-02-27,LUZCO11,1
2026-02-27,COSD036,1
2026-02-27,COKA034,1
2026-02-27,ANDV003,1
2026-02-27,ANDV011,1
2026-02-27,CODV002,1
2026-02-27,COKA045,1
2026-02-27,COKA046,1
2026-02-27,COLA007,1
2026-02-27,COLA018,1
2026-02-27,COLA042,1
2026-02-27,COLA026,1
2026-02-27,COLA0266,1
2026-02-27,COMR004,1
2026-02-27,COMR041,1
2026-02-27,COMR043,1
2026-02-27,ARM01766-1,1
2026-02-27,COLA006,1
2026-02-27,COLA001,1
2026-02-27,COSD023,1
2026-02-27,COLA010,1
2026-02-27,COLA053,1
2026-02-27,COSD011,1
2026-02-27,COLA061,1
2026-02-27,COKA012,1
2026-02-27,CODU025,1
2026-02-27,LUZAR09,1
2026-02-27,CODEC042,1
2026-02-27,ACVI001,1
2026-02-27,ACVI002,1
2026-02-27,ACVI007,1
2026-02-27,ACVI005,1
2026-02-27,ACVI006,1
